dataset,arch,layer_percent,channel_percent,epoch,final_acc,best_acc
cifar100,vgg16_bn,0.7,0.3,100,46.6,47.19
cifar100,vgg16_bn,0.7,0.4,100,39.18,39.78
cifar100,vgg16_bn,0.7,0.5,100,30.96,31.88
cifar100,vgg16_bn,0.7,0.6,100,23.51,23.57
cifar100,vgg16_bn,0.7,0.7,100,18.91,19.4
cifar100,vgg16_bn,0.7,0.8,100,19.37,19.57
cifar100,vgg16_bn,0.7,0.9,100,18.45,18.9
cifar100,vgg16_bn,0.7,1,100,17.86,18.4
cifar100,vgg16_bn,0.8,0,100,64.45,64.45
cifar100,vgg16_bn,0.8,0.1,100,56.29,56.39
cifar100,vgg16_bn,0.8,0.2,100,43.82,43.93
cifar100,vgg16_bn,0.8,0.3,100,26.87,27.11
cifar100,vgg16_bn,0.8,0.4,100,17.01,17.62
cifar100,vgg16_bn,0.8,0.5,100,15.61,15.61
cifar100,vgg16_bn,0.8,0.6,100,14.19,14.65
cifar100,vgg16_bn,0.8,0.7,100,14.1,14.24
cifar100,vgg16_bn,0.8,0.8,100,13.51,13.82
cifar100,vgg16_bn,0.8,0.9,100,13.65,14.12
cifar100,vgg16_bn,0.8,1,100,14.01,14.24
cifar100,vgg16_bn,0.9,0,100,64.42,64.44
cifar100,vgg16_bn,0.9,0.1,100,53.42,53.69
cifar100,vgg16_bn,0.9,0.2,100,34.6,34.98
cifar100,vgg16_bn,0.9,0.3,100,21.73,21.93
cifar100,vgg16_bn,0.9,0.4,100,16.7,17.03
cifar100,vgg16_bn,0.9,0.5,100,14.88,15.21
cifar100,vgg16_bn,0.9,0.6,100,14.31,14.31
cifar100,vgg16_bn,0.9,0.7,100,12.95,13.24
cifar100,vgg16_bn,0.9,0.8,100,13.39,13.74
cifar100,vgg16_bn,0.9,0.9,100,12.89,13.26
cifar100,vgg16_bn,0.9,1,100,13.07,13.34
cifar100,vgg16_bn,1,0,100,64.44,64.44
cifar100,vgg16_bn,1,0.1,100,52.66,52.66
cifar100,vgg16_bn,1,0.2,100,32.87,33.26
cifar100,vgg16_bn,1,0.3,100,20.46,21.21
cifar100,vgg16_bn,1,0.4,100,16.53,17.39
cifar100,vgg16_bn,1,0.5,100,15.29,15.54
cifar100,vgg16_bn,1,0.6,100,14.48,15.21
cifar100,vgg16_bn,1,0.7,100,13.85,14.46
cifar100,vgg16_bn,1,0.8,100,13.78,14.24
cifar100,vgg16_bn,1,0.9,100,13.92,13.99
cifar100,vgg16_bn,1,1,100,13.2,13.75
